province,city,type,kode_faskes,NamaFaskes,gmap_url,address,telephone,lat,lng
Nanggroe Aceh Darussalam,Kab. Aceh Timur,Klinik Utama,0005U021,Dr Yusmardiati,"http://maps.google.co.id/?q=5.037695,97.64018333",Kede Jurung Nurussalam,85261313956,5.037695,97.64018333
Nanggroe Aceh Darussalam,Kab. Aceh Timur,Klinik Utama,0005U022,dr. Falila Meutiya,"http://maps.google.co.id/?q=4.7954032,97.8917915",Jalan Medan Banda Aceh,085358185881,4.7954032,97.8917915
Nanggroe Aceh Darussalam,Kab. Aceh Timur,Klinik Utama,0005U023,dr. H. Zulfikry M.M.Kes,"http://maps.google.co.id/?q=4.94441,97.78202",Jl Medan Banda Aceh,08126438595,4.94441,97.78202
Nanggroe Aceh Darussalam,Kab. Aceh Timur,Klinik Utama,0005U025,dr. Suwardi,"http://maps.google.co.id/?q=4.94625,97.7755055",Jalan Medan Banda Aceh,'085260936362,4.94625,97.7755055
Nanggroe Aceh Darussalam,Kab. Aceh Timur,Klinik Utama,0005U026,dr. M. ANDI MARDIANSYAH,"http://maps.google.co.id/?q=5.02835,97.667193", Dusun Tanjung Mulia,085260197226,5.02835,97.667193
Nanggroe Aceh Darussalam,Kab. Aceh Timur,Klinik Utama,0005U027,DPP dr. SASILIA,"http://maps.google.co.id/?q=4.807793,97.886266",RSU Sultan Abdul Aziz Syah,081360037835,4.807793,97.886266
Nanggroe Aceh Darussalam,Kab. Aceh Timur,Klinik Pratama,00050007,Paurkes Polres Aceh Timur,"http://maps.google.co.id/?q=4.874428,97.846158",Banda Aceh Medan No. 1,0852-97438419,4.874428,97.846158
Nanggroe Aceh Darussalam,Kab. Aceh Timur,Klinik Pratama,0005B002,Klinik Ibu Ros,"http://maps.google.co.id/?q=4.80012,97.803002",Jl Pertamina ,085260348223,4.80012,97.803002
Nanggroe Aceh Darussalam,Kab. Aceh Timur,Klinik Pratama,0005B003,Klinik Baitussyifa,"http://maps.google.co.id/?q=4.813503,97.896681",Jln. Medan - Banda Aceh,085261875432,4.813503,97.896681
Nanggroe Aceh Darussalam,Kab. Aceh Timur,Klinik Pratama,0005B004,Klinik Alfia,"http://maps.google.co.id/?q=4.79828,96.94093",Medan-Banda Aceh,082165068662,4.79828,96.94093
Nanggroe Aceh Darussalam,Kab. Aceh Timur,Klinik Pratama,0005B005,Klinik Sehat,"http://maps.google.co.id/?q=4.813558,97.896233",Jln. Ranto Peureulak Sp Iii,085322301969,4.813558,97.896233
Nanggroe Aceh Darussalam,Kab. Aceh Timur,Klinik Pratama,0005B006,Klinik Brandeeh,"http://maps.google.co.id/?q=5.10722,97.51558",Medan - Banda Aceh,085270460962,5.10722,97.51558
Nanggroe Aceh Darussalam,Kab. Aceh Timur,Klinik Pratama,0005B007,Klinik Azkia,"http://maps.google.co.id/?q=4.934388,97.783343",Medan-Banda Aceh Jalur Dua ,0646-21641,4.934388,97.783343
Nanggroe Aceh Darussalam,Kab. Aceh Timur,Klinik Pratama,0005B008,Klinik Husfafia,"http://maps.google.co.id/?q=4.738601,97.895299",Medan - Banda Aceh,0852-60953676,4.738601,97.895299
Nanggroe Aceh Darussalam,Kab. Aceh Timur,Klinik Pratama,0005B009,Klinik Dimas Tanjung,"http://maps.google.co.id/?q=5.073682,97.522773",Medan – Banda Aceh,085256503634,5.073682,97.522773
Nanggroe Aceh Darussalam,Kab. Aceh Timur,Klinik Pratama,0005B010,Klinik Bersama,"http://maps.google.co.id/?q=4.798432,97.89214",Medan - Banda Aceh Km 391,08126390285,4.798432,97.89214
Nanggroe Aceh Darussalam,Kab. Aceh Tengah,Rumah Sakit,0006R001,RSU Datu Beru Takengon,"http://maps.google.co.id/?q=4.7016437,96.7223346",Jl. Qurrata Aini. 153 ,0643 - 21396,4.7016437,96.7223346
Nanggroe Aceh Darussalam,Kab. Aceh Tengah,Rumah Sakit,0006R002,RSU Fandika,"http://maps.google.co.id/?q=4.6741444,96.7343512",Jln. Terminal Simpang Wariji ,0643-21880,4.6741444,96.7343512
Nanggroe Aceh Darussalam,Kab. Aceh Tengah,Puskesmas,00060002,Rusip Antara,"http://maps.google.co.id/?q=4.7391058,96.4503434",Jl. Angkup - Pame,0-0853 7361 27,4.7391058,96.4503434
Nanggroe Aceh Darussalam,Kab. Aceh Tengah,Puskesmas,00060006,Kebayakan,"http://maps.google.co.id/?q=4.6477202,96.8726295",Jl.Abdul Wahab Kebayakan Taken,0-0812 6526544,4.6477202,96.8726295
Nanggroe Aceh Darussalam,Kab. Aceh Tengah,Puskesmas,00060007,Atu Lintang,"http://maps.google.co.id/?q=4.4665392,96.7949137",Jl. Merah Mege - Jagong,0-0822 7376 72,4.4665392,96.7949137
Nanggroe Aceh Darussalam,Kab. Aceh Tengah,Puskesmas,01080101,Lut Tawar,"http://maps.google.co.id/?q=4.622412,96.846466",Jl. Pahlawan Bale Atu,0643-8001441,4.622412,96.846466
Nanggroe Aceh Darussalam,Kab. Aceh Tengah,Puskesmas,01080201,Bebesen,"http://maps.google.co.id/?q=4.6432619,96.8029489",Jl. Blang Gele,0-0852612155,4.6432619,96.8029489
Nanggroe Aceh Darussalam,Kab. Aceh Tengah,Puskesmas,01080202,Kute Panang,"http://maps.google.co.id/?q=4.6779595,96.7989312",Jl.Pantan Sile - Blang Mancung,085277196077,4.6779595,96.7989312
Nanggroe Aceh Darussalam,Kab. Aceh Tengah,Puskesmas,01080301,Pegasing,"http://maps.google.co.id/?q=4.5102693,96.7708138",Jl. Takengon - Isaq,0-081376702299,4.5102693,96.7708138
Nanggroe Aceh Darussalam,Kab. Aceh Tengah,Puskesmas,01080302,Bies,"http://maps.google.co.id/?q=4.604291,96.796123",Jl. Takengon - Angkup,0813-61184333,4.604291,96.796123
Nanggroe Aceh Darussalam,Kab. Aceh Tengah,Puskesmas,01080701,Linge,"http://maps.google.co.id/?q=4.323702,97.0498442",Jl. Takengon - Blang Kejeren,0643-0812 6937,4.323702,97.0498442
Nanggroe Aceh Darussalam,Kab. Aceh Tengah,Puskesmas,01080702,Jagong Jeget,"http://maps.google.co.id/?q=4.375017,96.76031",Jl. Takengon - Isaq,0643-0,4.375017,96.76031
Nanggroe Aceh Darussalam,Kab. Aceh Tengah,Puskesmas,01080801,Silih Nara,"http://maps.google.co.id/?q=4.625465,96.723374",Jl. Takengon - Blang Mancung,,4.625465,96.723374
Nanggroe Aceh Darussalam,Kab. Aceh Tengah,Puskesmas,01080802,Ketol,"http://maps.google.co.id/?q=4.6823678,96.7413706",Jl. Simpang Balik - Blang Manc,0-0852 6194 32,4.6823678,96.7413706
Nanggroe Aceh Darussalam,Kab. Aceh Tengah,Puskesmas,01080803,Celala,"http://maps.google.co.id/?q=4.5520489,96.6851982",Jl. Angkup - Beutong,085262298586,4.5520489,96.6851982
Nanggroe Aceh Darussalam,Kab. Aceh Tengah,Puskesmas,01080902,Bintang,"http://maps.google.co.id/?q=4.5475154,97.1574784",Jl. Bintang Serule Kuala Ii,0-085260350804,4.5475154,97.1574784
Nanggroe Aceh Darussalam,Kab. Aceh Tengah,Klinik Utama,0006U000,Dr. Aliyin,"http://maps.google.co.id/?q=4.62988806,96.85328275",Jalan Alfitrah,0643 - 24366,4.62988806,96.85328275
Nanggroe Aceh Darussalam,Kab. Aceh Tengah,Klinik Pratama,00060009,Klinik Polres Aceh Tengah,"http://maps.google.co.id/?q=4.547613,96.829064",Jl. Zain Bakti Aspol Takengon,0-0852 6021 39,4.547613,96.829064
Nanggroe Aceh Darussalam,Kab. Aceh Tengah,Klinik Pratama,0006B001,Klinik Vinca Rosea Tkn,"http://maps.google.co.id/?q=4.639622,96.850796",Jl. Lintang Lr. Kala Pasir,0643-2625063,4.639622,96.850796
Nanggroe Aceh Darussalam,Kab.Aceh Barat,Rumah Sakit,0007R003,Montella,"http://maps.google.co.id/?q=4.15921382,96.1232391",Jl. Beringin Jaya,0655-085277999,4.15921382,96.1232391
Nanggroe Aceh Darussalam,Kab.Aceh Barat,Rumah Sakit,0007R004,Rumah Sakit Harapan Sehat,"http://maps.google.co.id/?q=4.16990631,96.13413692","Jlsisingamangaraja, Ds. Gampa ",0852-085260859,4.16990631,96.13413692
Nanggroe Aceh Darussalam,Kab.Aceh Barat,Rumah Sakit,0007R005,Rumkit TK IV IM 07.02 Meulaboh,"http://maps.google.co.id/?q=4.1316647,96.13267511",Jl. Merah Putih,0852-60390040,4.1316647,96.13267511
Nanggroe Aceh Darussalam,Kab.Aceh Barat,Rumah Sakit,0109R001,RSU CUT NYAK DHIEN Meulaboh,"http://maps.google.co.id/?q=4.1560411,96.1298364","Jl Gajah Mada, Mbo, Aceh Barat",0655-085277652,4.1560411,96.1298364
Nanggroe Aceh Darussalam,Kab.Aceh Barat,Puskesmas,00070012,Suak Ribee,"http://maps.google.co.id/?q=4.154203,96.11743748",Desa Suak Ribee,0-85319562073,4.154203,96.11743748
Nanggroe Aceh Darussalam,Kab.Aceh Barat,Puskesmas,01090101,Johan Pahlawan,"http://maps.google.co.id/?q=4.152946,96.1287494",Jl.Tgk.Dirundeng No.36,085262997588,4.152946,96.1287494
Nanggroe Aceh Darussalam,Kab.Aceh Barat,Puskesmas,01090601,Cot Seumeureung,"http://maps.google.co.id/?q=4.228003,96.06947556",Desa Cot Seumeureung Kec.Samat,,4.228003,96.06947556
Nanggroe Aceh Darussalam,Kab.Aceh Barat,Puskesmas,01090602,Drien Rampak,"http://maps.google.co.id/?q=4.317368,95.96287746",Jl. Meulaboh - Banda Aceh,0-081377004763,4.317368,95.96287746
Nanggroe Aceh Darussalam,Kab.Aceh Barat,Puskesmas,01090603,Kuta Padang Layung,"http://maps.google.co.id/?q=4.350001,96.183333",Kuta Padang Layung Kec.Bubon,085260124440,4.350001,96.183333
Nanggroe Aceh Darussalam,Kab.Aceh Barat,Puskesmas,01090701,Kuala Bhee,"http://maps.google.co.id/?q=4.246014,96.368808",Kuala Bhee Kec.Woyla,,4.246014,96.368808
Nanggroe Aceh Darussalam,Kab.Aceh Barat,Puskesmas,01090702,Pasi Mali,"http://maps.google.co.id/?q=4.443711,96.04631",Pasi Mali Kec.Woyla Barat,0-081263488571,4.443711,96.04631
Nanggroe Aceh Darussalam,Kab.Aceh Barat,Puskesmas,01090703,Tangkeh,"http://maps.google.co.id/?q=4.442461,96.14131",Tangkeh Kec.Woyla Timur,628-0852776677,4.442461,96.14131
Nanggroe Aceh Darussalam,Kab.Aceh Barat,Puskesmas,01090801,Peureumeu,"http://maps.google.co.id/?q=4.204981,96.15673184",Jl. Meulaboh Tutut,081269159199,4.204981,96.15673184
Nanggroe Aceh Darussalam,Kab.Aceh Barat,Puskesmas,01090802,Meurebo,"http://maps.google.co.id/?q=4.150123,96.15273267",Jl.Nasional,,4.150123,96.15273267
Nanggroe Aceh Darussalam,Kab.Aceh Barat,Puskesmas,01090803,Pante Ceureumen,"http://maps.google.co.id/?q=4.589101,96.35305",Pante Cermin Kec.Pante Cermin,,4.589101,96.35305
Nanggroe Aceh Darussalam,Kab.Aceh Barat,Puskesmas,01090804,Meutulang,"http://maps.google.co.id/?q=4.440721,96.29985","Jln Mbo-Tutut, Desa Meutulang,",0-081360819070,4.440721,96.29985
Nanggroe Aceh Darussalam,Kab.Aceh Barat,Puskesmas,01091901,Kajeung,"http://maps.google.co.id/?q=4.514936,96.0983734",Desa Kajeung Kec.Sungai Mas,0852-61750625,4.514936,96.0983734
Nanggroe Aceh Darussalam,Kab.Aceh Barat,Klinik Utama,0007U007,dr. DR EMMALIANA SUANDY,"http://maps.google.co.id/?q=4.150979,96.13320082",Jl. Nasional Simp Rundeng ,0-8126936426,4.150979,96.13320082
Nanggroe Aceh Darussalam,Kab.Aceh Barat,Klinik Pratama,00070015,Tonkes Yonif 116/Gs,"http://maps.google.co.id/?q=4.143406,96.21111095",Jl. Alue Peunyareng,,4.143406,96.21111095
Nanggroe Aceh Darussalam,Kab.Aceh Barat,Klinik Pratama,00070102,Urkes Polres Aceh Barat,"http://maps.google.co.id/?q=4.133403,96.13092631",Letnan Rajali,0-085277281218,4.133403,96.13092631
Nanggroe Aceh Darussalam,Kab.Aceh Barat,Klinik Pratama,0007B001,Keumala,"http://maps.google.co.id/?q=4.148021,96.125287",Jl. Geurute Jurong Ii Gampong,0852-76712590,4.148021,96.125287
Nanggroe Aceh Darussalam,Kab.Aceh Barat,Klinik Pratama,0007B002,Klinik Ananda Family,"http://maps.google.co.id/?q=4.14899,96.128849",Jl Cut Mutia No 34 Ds. Ujong B,0655-7553169,4.14899,96.128849
Nanggroe Aceh Darussalam,Kab.Aceh Barat,Klinik Pratama,0007B003,Klinik Pt. Kts,"http://maps.google.co.id/?q=4.350466,96.164642",Jln. Meulaboh- Tutut Km 28.,,4.350466,96.164642
Nanggroe Aceh Darussalam,Kab.Aceh Barat,Klinik Pratama,0007U008,Klinik Cempaka Lima,"http://maps.google.co.id/?q=4.152226,96.132607",Jl. Gajah Mada Nomor 23,+62-8236110369,4.152226,96.132607
Nanggroe Aceh Darussalam,Kab.Aceh Barat,Klinik Pratama,0007U009,Kia Graha Ummi,"http://maps.google.co.id/?q=4.160646,96.12420335",Jl. Imam Bonjol No. 27-28,0655-7551958,4.160646,96.12420335
Nanggroe Aceh Darussalam,Kab.Aceh Barat,Klinik Pratama,0007U010,Klinik Denkesyah Mbo,"http://maps.google.co.id/?q=4.132481,96.13238275",Jl. Pocut Baren,0655 7552449,4.132481,96.13238275
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Rumah Sakit,0008R003,RS Ibnu Sina,"http://maps.google.co.id/?q=5.4103924,95.4476994",Jl. Banda Aceh - Medan Km 25.5,0651-8070469,5.4103924,95.4476994
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Rumah Sakit,0103R001,RSUD Aceh Besar,"http://maps.google.co.id/?q=5.28387,95.63125",Jl.Banda Aceh-Medan Km.25 Indr,08136036688,5.28387,95.63125
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Puskesmas,00080008,Piyeung,"http://maps.google.co.id/?q=5.451192,95.441767",Desa Piyeung,0651-0,5.451192,95.441767
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Puskesmas,00080105,Lampupok,"http://maps.google.co.id/?q=5.43696,95.43913",Desa Lampupok,0000-081265813,5.43696,95.43913
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Puskesmas,00080106,Ie Alang,"http://maps.google.co.id/?q=5.44528,95.52827",Jl. T. Chiek Ditiro Km.6 Indra,,5.44528,95.52827
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Puskesmas,01030101,Lhoknga,"http://maps.google.co.id/?q=5.46645,95.24396",Desa Mon Ikeun,0000-0651 6302,5.46645,95.24396
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Puskesmas,01030102,Leupung,"http://maps.google.co.id/?q=5.36481,95.25032",Jl. Banda Aceh.- Meulaboh Km 3,,5.36481,95.25032
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Puskesmas,01030201,Darussalam,"http://maps.google.co.id/?q=5.58298,95.39788","Jl. Lambaro Angan, Desa Lambad",0651-3611542,5.58298,95.39788
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Puskesmas,01030202,Baitussalam (Kajhu),"http://maps.google.co.id/?q=5.60846,95.38806",Jl. Laksamana Malahayati Km 10,0000-852600263,5.60846,95.38806
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Puskesmas,01030301,Kuta Baro,"http://maps.google.co.id/?q=5.53475,95.3968",Jl. Blang Bintang Lama Km.11 ,0000-00000000,5.53475,95.3968
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Puskesmas,01030401,Ingin Jaya,"http://maps.google.co.id/?q=5.5156,95.35697","Jl. B.Aceh - Medan Km. 8,5 ",0000-081269216,5.5156,95.35697
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Puskesmas,01030402,Krueng Barona Jaya,"http://maps.google.co.id/?q=5.53652,95.36997","Jl. T. Iskandar Km.6,5 Cot Iri",0000-082320747,5.53652,95.36997
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Puskesmas,01030501,Lhoong,"http://maps.google.co.id/?q=5.22803,95.27058",Jl. B.Aceh - Meulaboh Km.52,0000-081168004,5.22803,95.27058
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Puskesmas,01030601,Mesjid Raya,"http://maps.google.co.id/?q=5.59348,95.51225",Jl.Laksamana Malahayati,0000-00000000,5.59348,95.51225
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Puskesmas,01030701,Suka Makmur,"http://maps.google.co.id/?q=5.46496,95.38349","Jl. B.Aceh - Medan Km.16,5 Sib",0000-081269075,5.46496,95.38349
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Puskesmas,01030802,Darul Imarah,"http://maps.google.co.id/?q=5.51335,95.32654",Jl. Tgk.Fakinah Lampeneurut,0651-48375,5.51335,95.32654
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Puskesmas,01030803,Darul Kamal,"http://maps.google.co.id/?q=5.47771,95.3382",Jl. T. Fakinah Km 9 Peukan Bil,0-00000000,5.47771,95.3382
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Puskesmas,01030804,Blang Bintang,"http://maps.google.co.id/?q=5.51735,95.4132","Jl. Sultan Iskandar Muda , Ds.",081360048267,5.51735,95.4132
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Puskesmas,01030901,Montasik,"http://maps.google.co.id/?q=5.46044,95.423728",Jl. Ayahanda Tgk Syekh Ibrahim,0000-065175564,5.46044,95.423728
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Puskesmas,01031001,Seulimeum,"http://maps.google.co.id/?q=5.36928,95.5673",Jl. B.Aceh - Medan Km.42 Ds. S,0000-085359917,5.36928,95.5673
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Puskesmas,01031002,Kota Jantho,"http://maps.google.co.id/?q=5.30335,95.59061",Jl. Teureubeh Kota Jantho,0651-92601,5.30335,95.59061
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Puskesmas,01031003,Lembah Seulawah (Saree),"http://maps.google.co.id/?q=5.44935,95.7191",Gampong Saree Aceh ,0000-081269136,5.44935,95.7191
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Puskesmas,01031005,Lamteuba,"http://maps.google.co.id/?q=5.50438,95.60769",Ds. Lamteuba Droe,08126913691,5.50438,95.60769
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Puskesmas,01031101,Indrapuri,"http://maps.google.co.id/?q=5.4162,95.44744",Jl. Pasar Indrapuri - Montasik,0651-8071988,5.4162,95.44744
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Puskesmas,01031102,Kuta Malaka,"http://maps.google.co.id/?q=5.43874,95.40356","Jl. B.Aceh - Medan Km. 19,5 Sa",0000-813602408,5.43874,95.40356
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Puskesmas,01031103,Simpang Tiga (Aceh Besar),"http://maps.google.co.id/?q=5.47092,95.3501",Jl. T.Fakinah Ds. Krueng Mak,0000-00000000,5.47092,95.3501
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Puskesmas,01031104,Kuta Cot Glie,"http://maps.google.co.id/?q=5.38508,95.5232","Jl. B.Aceh - Medan Km.33,5",0000-'08136003,5.38508,95.5232
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Puskesmas,01031201,Peukan Bada,"http://maps.google.co.id/?q=5.53222,95.27431",Jl. Mesjid Tgk Chik Maharaja G,0651-8083058,5.53222,95.27431
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Puskesmas,01031202,Lampisang,"http://maps.google.co.id/?q=5.51373,95.272",Jl. B.Aceh - Meulaboh Ds. Lamp,08136044498,5.51373,95.272
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Puskesmas,01031301,Pulo Aceh,"http://maps.google.co.id/?q=5.671632,95.128868",Ds. Lampuyang Pulau Breuh,,5.671632,95.128868
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Klinik Pratama,00080009,Sikes Lanud Iskandarmuda,"http://maps.google.co.id/?q=5.50873,95.42179",Jl. Bueng Pageu,0651-26691,5.50873,95.42179
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Klinik Pratama,00080011,Klinik Polres Aceh Besar,"http://maps.google.co.id/?q=5.30335,95.59061","Jl. Ibrahim Saidi No. 1, Kota",0651-92677,5.30335,95.59061
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Klinik Pratama,00080012,Klinik Spn Seulawah,"http://maps.google.co.id/?q=5.38637,95.6925",Jl. B.Aceh-Medan Lamtamot Km.6,0651-92766,5.38637,95.6925
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Klinik Pratama,0008B002,Yonkav 11/Serbu,"http://maps.google.co.id/?q=5.30245,95.56512",Jln. Kota Jantho,62-81224439,5.30245,95.56512
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Klinik Pratama,0008B003,Yonzipur 16/Da,"http://maps.google.co.id/?q=5.37768,95.43323",Jl. Banda Aceh Medan,0651-23354,5.37768,95.43323
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Klinik Pratama,0008B005,Klinik Ranup Peunawa,"http://maps.google.co.id/?q=5.51631,95.32528",Jln. Soekarno Hatta,0000-00000000,5.51631,95.32528
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Klinik Pratama,0008B008,Klinik Kimia Farma Seulimeum,"http://maps.google.co.id/?q=5.370136,95.548621",Jalan Banda Aceh - Medan Km.40,0852-43595837,5.370136,95.548621
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Klinik Pratama,0008B009,Klinik Kimia Farma Lamnga,"http://maps.google.co.id/?q=5.62186,95.398535",Jl. Laksamana Malahayati Km.12,0852-60167694,5.62186,95.398535
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Klinik Pratama,0008B010,Klinik Bp2Ip Malahayati Aceh,"http://maps.google.co.id/?q=5.655073,95.438272",Jl. Laksamana Malahayati Km.19,0000-085373753,5.655073,95.438272
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Klinik Pratama,0008B011,Klinik Bunda Warni,"http://maps.google.co.id/?q=5.513861,95.303437",Jalan Mata Ie Dusun Jaimun ,0000-081260464,5.513861,95.303437
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Klinik Pratama,0008U003,Klinik Khansa,"http://maps.google.co.id/?q=5.59757,95.37563",Jl. Malahayati Km.8 Desa Kajhu,0812-6938687,5.59757,95.37563
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Klinik Pratama,0008U005,Klinik Meurasi Lambaro,"http://maps.google.co.id/?q=5.508449,95.358162","Jl.Banda Aceh-Medan Km 4,5",0651-8070179,5.508449,95.358162
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Klinik Pratama,0008U006,Klinik Meurasi A. Galong,"http://maps.google.co.id/?q=5.473156,95.389516","Jl.B.Aceh-Medan Km 14,5",0000-085275213,5.473156,95.389516
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Klinik Pratama,0008U011,Mata Ie Rindam Im,"http://maps.google.co.id/?q=5.49965,95.2994","Jl.Mata Ie, Kab. Aceh Besar",0813-62909929,5.49965,95.2994
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Klinik Pratama,0008U012,Klinik Az Zaitun,"http://maps.google.co.id/?q=5.50983,95.39265","Bandara Sim Km. 11,5",0823-66442349,5.50983,95.39265
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Klinik Pratama,0017U003,Klinik Latifah,"http://maps.google.co.id/?q=5.5252,95.29747",Jl. Soekarno Hatta  No.4,0-085260236750,5.5252,95.29747
Nanggroe Aceh Darussalam,Kab. Pie,Rumah Sakit,0009R001,RSU Tgk. Abdullah Syafi'I,"http://maps.google.co.id/?q=5.278978,95.98081","Banda Aceh-Medan, Beureunun",0653-821576,5.278978,95.98081
Nanggroe Aceh Darussalam,Kab. Pie,Rumah Sakit,0009R003,RS Mufid,"http://maps.google.co.id/?q=5.377961,95.95896",Jln Prof A Majid Ibrahim No 62,0653-7820059,5.377961,95.95896
Nanggroe Aceh Darussalam,Kab. Pie,Rumah Sakit,0009R004,RS Citra Husada,"http://maps.google.co.id/?q=5.38000689,95.9547776","Jl. Prof A. Majid Ibrahim, Lam",0653-7829679,5.38000689,95.9547776
Nanggroe Aceh Darussalam,Kab. Pie,Rumah Sakit,0104R002,RSU Tgk. Chik Ditiro Sigli,"http://maps.google.co.id/?q=5.38485,95.96047",Jl. Prof. A Majid Ibrahim,0653-24112,5.38485,95.96047
Nanggroe Aceh Darussalam,Kab. Pie,Puskesmas,00090006,Glumpang Baro,"http://maps.google.co.id/?q=5.27401,96.01698",Jl.Tgk.Syik Trueng Campli No. ,0000-0000,5.27401,96.01698
Nanggroe Aceh Darussalam,Kab. Pie,Puskesmas,01040501,Geulumpang Tiga,"http://maps.google.co.id/?q=5.26206,96.04343",Puskesmas Glumpang Tiga,,5.26206,96.04343
Nanggroe Aceh Darussalam,Kab. Pie,Puskesmas,01040502,Teupin Raya,"http://maps.google.co.id/?q=5.25398,96.00573",Jl. Banda Aceh-Medan Km.133 Te,0653-821112,5.25398,96.00573
Nanggroe Aceh Darussalam,Kab. Pie,Puskesmas,01040601,Keumbang Tanjong,"http://maps.google.co.id/?q=5.31553,96.02624",Jl. Sigli Kembang- Kembang Tan,,5.31553,96.02624
Nanggroe Aceh Darussalam,Kab. Pie,Puskesmas,01040701,Mutiara Timur,"http://maps.google.co.id/?q=5.26248,95.97406","Jl. Banda Aceh-Medan Km.125,5",0653-821703,5.26248,95.97406
Nanggroe Aceh Darussalam,Kab. Pie,Puskesmas,01040702,Ujong Rimba,"http://maps.google.co.id/?q=5.24631,95.99251",Jl. Blang Malu- Didoh No.3,,5.24631,95.99251
Nanggroe Aceh Darussalam,Kab. Pie,Puskesmas,01040703,Mutiara Barat,"http://maps.google.co.id/?q=5.27981,95.97406",Jl. Dayah Babul Mu'Arif,0852-82751968,5.27981,95.97406
Nanggroe Aceh Darussalam,Kab. Pie,Puskesmas,01040801,Sakti,"http://maps.google.co.id/?q=5.2526,95.94559",Jl.Tangse- Beureunun No.3 ,0000-081360421,5.2526,95.94559
Nanggroe Aceh Darussalam,Kab. Pie,Puskesmas,01040901,Keumala,"http://maps.google.co.id/?q=5.23845,95.93106",Jl. Beureunun-Meulaboh Km.12 K,,5.23845,95.93106
Nanggroe Aceh Darussalam,Kab. Pie,Puskesmas,01040902,Titeu,"http://maps.google.co.id/?q=5.22852,95.88222","Jl.Tangse- Beureunun, Titeu",08126433542,5.22852,95.88222
